App,review_count,avg_polarity,avg_subjectivity,pos_pct,neg_pct,neu_pct
CW Seed,36,0.3055693342151675,0.5177009847148736,69.4,13.9,16.7
CWT To Go,38,0.28675125313283206,0.5318358395989975,73.7,15.8,10.5
Cache Cleaner-DU Speed Booster (booster & cleaner),26,0.27852109695859695,0.4570770895770896,61.5,7.7,30.8
Caf - Mon Compte,1,0.1,0.3038461538461539,100.0,0.0,0.0
"Calculator - free calculator, multi calculator app",4,-0.0375,0.15416666666666667,25.0,25.0,50.0
Calculator - unit converter,1,0.1833333333333333,0.5333333333333333,100.0,0.0,0.0
Calculator Plus Free,2,0.16666666666666666,0.6307142857142858,100.0,0.0,0.0
Calculator with Percent (Free),2,0.03197278911564625,0.5638605442176872,50.0,0.0,50.0
Calendar Widget Month + Agenda,2,0.15,0.25,50.0,0.0,50.0
Calendar+ Schedule Planner App,1,0.3190705128205128,0.4697435897435896,100.0,0.0,0.0
Call Blocker,3,0.02797258297258297,0.6554310966810967,33.3,66.7,0.0
Call Control - Call Blocker,3,-0.041666666666666664,0.2916666666666667,0.0,33.3,66.7
Call of Duty:Black Ops Zombies,3,-0.16211950231481478,0.442716049382716,0.0,100.0,0.0
"CallApp: Caller ID, Blocker & Phone Call Recorder",1,0.3907407407407408,0.5064814814814815,100.0,0.0,0.0
Caller ID +,1,0.35,0.6000000000000001,100.0,0.0,0.0
Calls & Text by Mo+,6,0.4666666666666666,0.5458333333333334,83.3,0.0,16.7
Calls Blacklist - Call Blocker,3,0.12416233766233765,0.6151919191919192,66.7,33.3,0.0
"Calm - Meditate, Sleep, Relax",65,0.2895242009211789,0.5233274820417678,86.2,10.8,3.1
Calorie Counter & Diet Tracker,135,0.229177692374865,0.5049347109876211,80.7,12.6,6.7
Calorie Counter - EasyFit free,37,0.3480287178805847,0.5369835099867568,89.2,2.7,8.1
Calorie Counter - Macros,200,0.24751868247122885,0.5126753949820021,87.0,10.0,3.0
Calorie Counter - MyFitnessPal,255,0.21567351536839974,0.47295209860619614,66.3,20.4,13.3
Calorie Counter - MyNetDiary,139,0.37584199559148174,0.5599666010020583,86.3,2.9,10.8
Cameringo Lite. Filters Camera,9,0.7702690972222223,0.5333333333333333,88.9,0.0,11.1
Candy Bomb,72,0.3274031986531986,0.6062394781144781,86.1,5.6,8.3
"Candy Camera - selfie, beauty camera, photo editor",114,0.19527792017923598,0.5430153034100402,64.0,21.1,14.9
Candy Crush Jelly Saga,73,-0.09233435751843284,0.4811245660731962,28.8,60.3,11.0
Candy Crush Saga,240,0.03106786541005292,0.45629279100529097,42.5,52.5,5.0
Candy Crush Soda Saga,166,-0.057079365716447526,0.48132998930374143,37.3,57.8,4.8
Candy Day,38,0.19246436403508768,0.4739181286549708,68.4,15.8,15.8
Candy Pop Story,40,0.04241514756944442,0.47871180555555554,55.0,32.5,12.5
Candy Smash,40,0.1572673611111111,0.5162118055555556,70.0,20.0,10.0
"Candy selfie - photo editor, live filter camera",33,0.37279761904761904,0.48031565656565656,63.6,6.1,30.3
"Canva: Poster, banner, card maker & graphic design",38,0.20483956893496366,0.5360009824483508,78.9,7.9,13.2
Canvas Student,4,0.12500000000000003,0.38749999999999996,50.0,25.0,25.0
Cat Sim Online: Play with Cats,61,0.18089609339033005,0.5251869828714091,73.8,23.0,3.3
Caviar - Food Delivery,39,0.21737478089040588,0.5137362637362637,64.1,20.5,15.4
Chakra Cleansing,40,0.42473518668831167,0.5723406385281385,87.5,2.5,10.0
Championat,40,0.19844806447410612,0.3673677799823633,62.5,15.0,22.5
Chapters: Interactive Stories,38,0.14904506568386022,0.5032795723384645,78.9,18.4,2.6
Chase Mobile,40,0.048165996701710984,0.488717625876108,57.5,40.0,2.5
"Chat Rooms, Avatars, Date - Galaxy",74,0.1380524855853803,0.42106441797231275,62.2,21.6,16.2
ChatVideo Meet new people,37,0.23191982566982566,0.3930076342576343,54.1,8.1,37.8
Cheap Flights & Hotels momondo,39,0.18377557627557628,0.46549228074869103,61.5,17.9,20.5
Cheap hotel deals and discounts — Hotellook,39,0.2564173789173789,0.48700854700854695,61.5,10.3,28.2
"CheapTickets – Hotels, Flights & Travel Deals",37,0.2941989422458173,0.5885373468706802,73.0,16.2,10.8
Cheapflights – Flight Search,39,0.42191239316239315,0.5859340659340659,71.8,10.3,17.9
CheckPoints 🏆 Rewards App,40,0.27638016323953823,0.5184227994227995,70.0,15.0,15.0
Checkers ✔️,36,0.06483468113676447,0.4405675805675806,50.0,36.1,13.9
Checkout 51: Grocery coupons,26,0.13048614579864576,0.39518319643319644,80.8,11.5,7.7
Choice Hotels,10,0.2987896825396825,0.7192063492063492,70.0,20.0,10.0
Choices: Stories You Play,39,0.03367840233861161,0.52632837418782,53.8,46.2,0.0
Christian Dating For Free App,76,0.09802603289938563,0.4786601830996281,65.8,28.9,5.3
Chrome Beta,38,0.23162517246398823,0.3778816200855674,57.9,10.5,31.6
Chrome Dev,39,0.333793360519551,0.5207789454813264,64.1,15.4,20.5
Cinemark Theatres,40,0.07015540674603174,0.403097702991453,50.0,25.0,25.0
Cisco Webex Meetings,39,0.10357702482702483,0.4623848528015195,56.4,28.2,15.4
Cisco Webex Teams,40,0.1294181246993747,0.4597798821548822,45.0,35.0,20.0
Citi Mobile®,40,-0.03873065476190478,0.4984982638888889,50.0,45.0,5.0
Citibanamex Movil,39,0.15006144781144778,0.5081359751359751,61.5,23.1,15.4
Citizens Bank Mobile Banking,39,0.013179054741554742,0.49393451290772716,46.2,48.7,5.1
CityMaps2Go Plan Trips Travel Guide Offline Maps,40,0.31709577922077925,0.5213652146464647,80.0,10.0,10.0
Claro,40,-0.07208184523809524,0.4000099206349207,27.5,35.0,37.5
Clash Royale,165,0.06915710869708802,0.48923595085873556,64.8,35.2,0.0
Clash of Clans,33,0.03675568156290556,0.5339562645447385,69.7,30.3,0.0
Color Flashlight,11,0.17583333333333334,0.5264898989898991,63.6,18.2,18.2
Color Road,37,-0.05935675703532847,0.45401725705297136,37.8,59.5,2.7
Color Touch Effects,38,0.11572042084377611,0.44570958646616543,50.0,21.1,28.9
Color by Number - Draw Sandbox Pixel Art,92,0.1395563554802685,0.47136153852186463,59.8,18.5,21.7
Color by Number – New Coloring Book,37,0.16885633604383601,0.5402294533544533,89.2,10.8,0.0
ColorFil - Adult Coloring Book,32,0.18612149019961519,0.5928430059523809,75.0,18.8,6.2
ColorNote Notepad Notes,131,0.27565456465959975,0.5111720565841794,92.4,5.3,2.3
ColorSnap® Visualizer,39,0.02439102564102565,0.3499928774928775,33.3,30.8,35.9
Colorfit - Drawing & Coloring,38,0.1718359526825084,0.5727620177523428,76.3,21.1,2.6
Colorful Glitter Neon Butterfly Keyboard Theme,32,0.20640625,0.5825074404761905,53.1,21.9,25.0
Colorfy: Coloring Book for Adults - Free,133,0.04678487879117243,0.6042470514179697,60.9,33.8,5.3
Coloring & Learn,38,0.41382226874003186,0.6094258373205742,81.6,7.9,10.5
Coloring book moana,44,0.15265151515151515,0.641540404040404,59.1,31.8,9.1
Comedy Central,80,0.17142376628681774,0.34690642241745184,52.5,15.0,32.5
Common Core,8,-0.008810779993815729,0.4599950718923933,50.0,50.0,0.0
Comptia A+ 220-901 & 220-902,29,0.5007922824302135,0.5598440065681445,89.7,0.0,10.3
ConnectLine,38,0.13801162883082524,0.4503203268814171,68.4,13.2,18.4
Contacts,38,0.012248710230089456,0.47213382638664597,42.1,34.2,23.7
Contacts+,38,0.41081458319945163,0.4530827603196025,71.1,2.6,26.3
Content Transfer,40,0.1630472817836099,0.3970588474025974,55.0,22.5,22.5
ConvertPad - Unit Converter,40,0.22344972943722943,0.48779688251563247,72.5,22.5,5.0
Cookbook Recipes,37,0.565437038093288,0.6426115401115401,94.6,0.0,5.4
Cooking Channel,39,0.364018944018944,0.533577256077256,74.4,10.3,15.4
Cooking Fever,135,-0.042331442605593655,0.47786459601464903,40.7,58.5,0.7
Cooking Madness - A Chef's Restaurant Games,37,0.013550644982006574,0.5167562877384306,54.1,45.9,0.0
Cookpad,36,0.2574367684784351,0.5483966650633317,72.2,19.4,8.3
Cool Popular Ringtones 2018 🔥,36,0.20348488136574072,0.571494708994709,66.7,27.8,5.6
Cool Reader,38,0.11584079160970608,0.4773699162679426,63.2,28.9,7.9
Couch to 10K Running Trainer,40,0.33737879109977326,0.5205262651534973,90.0,5.0,5.0
Couch to 5K by RunDouble,39,0.27732642225499365,0.4943462357748072,71.8,10.3,17.9
Couchsurfing Travel App,39,0.24728937266437265,0.529696291362958,74.4,15.4,10.3
Cougar Dating Life : Date Older Women Sugar Mummy,78,0.32457028157028156,0.5885129315129315,71.8,20.5,7.7
Couple - Relationship App,23,0.30442296156254967,0.5813240288788535,100.0,0.0,0.0
Credit Karma,35,0.2700516800659658,0.5196421459492888,77.1,14.3,8.6
Credit Sesame,38,0.08866738579403051,0.3942038112959166,55.3,26.3,18.4
CreditWise from Capital One,38,0.23945429387863595,0.5351311517429939,73.7,18.4,7.9
Crew - Free Messaging and Scheduling,80,0.4173319523358586,0.5998381895881896,90.0,5.0,5.0
Cricbuzz - Live Cricket Scores & News,38,0.09701201393635603,0.5658186185159869,68.4,28.9,2.6
Cricket Visual Voicemail,40,0.062002591819556106,0.4195424700960415,50.0,40.0,10.0
Crossy Road,91,0.21585128145848675,0.5298473893553813,73.6,13.2,13.2
Crunchyroll - Everything Anime,120,0.17751003336940835,0.44489962443310654,87.5,12.5,0.0
Current debit card and app made for teens,40,0.3272583733540765,0.4721886874699375,85.0,2.5,12.5
Curriculum vitae App CV Builder Free Resume Maker,38,0.3937034821903243,0.4980359041543252,78.9,5.3,15.8
Curso de Ingles Gratis,37,0.49990240240240236,0.5302477477477477,91.9,0.0,8.1
Cut the Rope 2,90,0.14827543557265777,0.5373204505371172,71.1,21.1,7.8
Cut the Rope FULL FREE,28,0.013067753887269178,0.5702711808929921,50.0,50.0,0.0
Cycling - Bike Tracker,25,0.3521468253968254,0.6174126984126984,76.0,16.0,8.0
"Cymera Camera- Photo Editor, Filter,Collage,Layout",78,0.419417735042735,0.4619810744810745,76.9,3.8,19.2
Czech Public Transport IDOS,28,0.2510749072356215,0.40281887755102047,67.9,7.1,25.0
DC Comics,36,0.478809473705307,0.605346532325699,91.7,2.8,5.6
DC Super Hero Girls™,102,0.33400902406417116,0.5733266488413546,88.2,8.8,2.9
DEAD TARGET: FPS Zombie Apocalypse Survival Games,125,0.06681826118326117,0.4852570346320346,52.8,37.6,9.6
DEER HUNTER 2018,3,-0.3833333333333333,0.4333333333333333,0.0,100.0,0.0
DELISH KITCHEN - 無料レシピ動画で料理を楽しく・簡単に！,25,0.38727222222222224,0.4498888888888889,84.0,0.0,16.0
DINO HUNTER: DEADLY SHORES,92,0.022312567688483907,0.5055597754758974,56.5,41.3,2.2
DIY Garden Ideas,34,0.4440441176470588,0.6164950980392156,82.4,5.9,11.8
DIY On A Budget,33,0.44806264074729985,0.5576276837640475,81.8,3.0,15.2
DMV Permit Practice Test 2018 Edition,34,0.29566032132549985,0.559805860222877,88.2,5.9,5.9
DRAGON BALL LEGENDS,167,0.0995493397768312,0.5191072965821683,76.0,23.4,0.6
DSLR Camera Hd Ultra Professional,38,0.0769517543859649,0.5042909356725146,44.7,34.2,21.1
DStv Now,39,0.023143659003034004,0.5161311836311836,56.4,35.9,7.7
DU Browser—Browse fast & fun,40,0.17726609823708034,0.5062402473518545,80.0,20.0,0.0
"DU Recorder – Screen Recorder, Video Editor, Live",58,0.22418691689058068,0.5246842190376673,72.4,19.0,8.6
Daily Workouts - Exercise Fitness Routine Trainer,1,0.8,0.75,100.0,0.0,0.0
Daily Yoga - Yoga Fitness Plans,12,0.2570176467051467,0.5669227994227994,83.3,16.7,0.0
"Dailyhunt (Newshunt) - Latest News, Viral Videos",4,-0.06614583333333332,0.5541666666666667,25.0,75.0,0.0
Dairy Queen,3,0.1894097222222222,0.37438271604938267,66.7,0.0,33.3
Daniel Tiger for Parents,3,0.2796296296296296,0.5090388007054674,100.0,0.0,0.0
DashClock Widget,1,0.0333333333333333,0.419047619047619,100.0,0.0,0.0
Dashlane Free Password Manager,2,0.1707539682539683,0.5442857142857143,50.0,50.0,0.0
"Dating App, Flirt & Chat : W-Match",6,0.3016666666666667,0.43555555555555564,33.3,0.0,66.7
Dating for 50 plus Mature Singles – FINALLY,7,0.3325396825396825,0.5087301587301588,71.4,0.0,28.6
Daum Mail - 다음 메일,5,0.266,0.36542857142857144,60.0,0.0,40.0
Davis's Drug Guide,3,-0.10000000000000002,0.5333333333333333,33.3,33.3,33.3
Davis's Drug Guide for Nurses,3,0.3148148148148148,0.4259259259259259,66.7,0.0,33.3
Debonairs Pizza,6,0.0465277777777778,0.6054166666666667,50.0,33.3,16.7
"Delivery Club–Доставка еды:пицца,суши,бургер,салат",24,0.0757676568223443,0.3401594932844933,41.7,25.0,33.3
Delta Dental,40,-0.08418477182539683,0.3259047619047619,22.5,50.0,27.5
Despegar.com Hoteles y Vuelos,39,0.26372964997965,0.47689763939763946,56.4,15.4,28.2
Detector de Radares Gratis,31,0.42858539310152216,0.5178780896522832,74.2,6.5,19.4
Device Help,37,0.09639573827073826,0.3562866225366225,54.1,21.6,24.3
Diabetes & Diet Tracker,74,0.36362731075231075,0.5684691607191606,89.2,5.4,5.4
Diabetes:M,39,0.3179679035352112,0.5219833001756079,84.6,5.1,10.3
Diamond Zipper Lock Screen,34,0.15973039215686274,0.6061519607843138,58.8,23.5,17.6
Diary with lock,99,0.2837633405132804,0.568277521195691,87.9,10.1,2.0
Diary with lock password,52,0.29226684227776883,0.509655793410164,73.1,13.5,13.5
Dictionary - Merriam-Webster,8,0.23873106060606059,0.46232112794612795,75.0,25.0,0.0
Die TK-App – alles im Griff,27,0.16437022339800117,0.5273030570252792,59.3,18.5,22.2
Digg,33,0.042700314836678466,0.5073774104683195,54.5,39.4,6.1
DigiCal Calendar Agenda,23,0.1682127041637911,0.5067420059811364,69.6,21.7,8.7
Digit Save Money Automatically,56,0.250246308750773,0.4027419926303855,73.2,3.6,23.2
Digital Alarm Clock,71,0.34107329093987326,0.480794760360488,83.1,7.0,9.9
Dil Mil,34,-0.06348243861938717,0.4265464094728801,38.2,32.4,29.4
Dino War: Rise of Beasts,27,0.059137009742168456,0.45208500824572256,59.3,22.2,18.5
Dinosaur Simulator: Dino World,13,-0.01314102564102564,0.40544871794871795,38.5,46.2,15.4
Discover Mobile,1,-0.0416666666666666,0.5277777777777778,0.0,100.0,0.0
Disney Heroes: Battle Mode,2,-0.005000000000000001,0.35833333333333334,50.0,50.0,0.0
Disney Magic Kingdoms: Build Your Own Magical Park,47,0.08702965526958688,0.4842235681407414,66.0,34.0,0.0
DisneyNOW – TV Shows & Games,63,0.2039919593979968,0.5351162186054476,77.8,15.9,6.3
Divar,37,0.18834069067327994,0.48675561461275746,51.4,24.3,24.3
Do It Later: Tasks & To-Dos,34,0.1682022607022607,0.3273473530826472,55.9,14.7,29.4
Docs To Go™ Free Office Suite,72,0.20629078483245147,0.4105713383838384,63.9,15.3,20.8
Doctor On Demand,36,0.38842992173721336,0.5533802655677655,77.8,5.6,16.7
Doctor Pets,32,0.16880208333333332,0.5141666666666667,56.2,28.1,15.6
Dog Licks Screen Wallpaper,34,0.22525030371997284,0.5277725905176885,58.8,14.7,26.5
Dog Run - Pet Dog Simulator,73,0.13709855403348553,0.5067884322678843,76.7,17.8,5.5
Dog Sim Online: Raise a Family,4,0.17529423701298708,0.5895535714285715,50.0,50.0,0.0
Domino's Pizza USA,53,0.20907864159338213,0.5032287457102147,75.5,20.8,3.8
Dominos Game ✔️,39,0.023215534465534458,0.3329251304251304,35.9,33.3,30.8
"Domofond Недвижимость. Купить, снять квартиру.",38,0.1653419314603525,0.4463181117128485,55.3,18.4,26.3
Doodle Jump,90,0.11363000290604457,0.5181851050184384,62.2,27.8,10.0
Door Lock Screen,39,0.5166216422466423,0.6068617724867725,82.1,0.0,17.9
DoorDash - Food Delivery,40,0.07240710302429051,0.44422497723837007,60.0,32.5,7.5
Dosecast - Medication Reminder,38,0.29914956069150145,0.5237338374344954,89.5,7.9,2.6
Down Dog: Great Yoga Anywhere,40,0.2918472637721826,0.5268369912690124,100.0,0.0,0.0
Dr. Oetker Rezeptideen,36,0.3120252976190476,0.48947486772486776,55.6,13.9,30.6
Dr. Panda & Toto's Treehouse,72,0.180236682925485,0.5326722544430877,77.8,16.7,5.6
Dr. Panda Restaurant 3,34,-0.09746777119938886,0.5161196258806553,50.0,44.1,5.9
Dr. Panda Town: Vacation,35,0.09280715004396645,0.4862867192331478,65.7,28.6,5.7
DraftKings - Daily Fantasy Sports,36,0.3123335537918871,0.5213883377425044,75.0,16.7,8.3
Dragon Hills,15,0.040340518278018246,0.5521841287019859,66.7,33.3,0.0
Draw A Stickman,1,-0.15,0.4,0.0,100.0,0.0
Draw In,1,-0.1341666666666666,0.5825,0.0,100.0,0.0
Draw Your Game,2,-0.6684895833333333,0.6833333333333333,0.0,100.0,0.0
Draw a Stickman: EPIC 2,1,0.0999999999999999,0.5416666666666666,100.0,0.0,0.0
Drawing for Kids Learning Games for Toddlers age 3,1,0.3866666666666666,0.5466666666666667,100.0,0.0,0.0
Dream League Soccer 2018,3,-0.0005180776014110008,0.483123897707231,66.7,33.3,0.0
DreamTrips,34,0.3712767777565572,0.43856872294372296,61.8,17.6,20.6
DreamWorks Friends,66,-0.0017880828486889144,0.47637230894806654,36.4,30.3,33.3
Dresses Ideas & Fashions +3000,29,0.4306034482758621,0.5574667031563583,79.3,3.4,17.2
Droid Zap by Motorola,40,-0.04053738275613276,0.4383898011710512,37.5,40.0,22.5
DroidAdmin for Android - Advice,39,0.12617521367521367,0.5074501424501425,43.6,30.8,25.6
Dropbox,76,0.23633052505790994,0.4436356041619199,60.5,10.5,28.9
Drugs.com Medication Guide,39,0.24735357887601475,0.49059276786840894,82.1,7.7,10.3
Dude Perfect 2,84,0.1169023559743807,0.5357966279447627,67.9,26.2,6.0
Dumb Ways to Die 2: The Games,37,0.027208249239499233,0.4694232381732382,54.1,35.1,10.8
Dungeon Hunter Champions: Epic Online Action RPG,40,-0.034255807849557854,0.48827825167557315,55.0,35.0,10.0
Dunkin' Donuts,38,0.1965599297808238,0.47051000630182965,84.2,7.9,7.9
Duolingo: Learn Languages Free,240,0.20040773809523807,0.4702147530324614,83.3,14.2,2.5
DuraSpeed,37,-0.03404401154401155,0.39668705168705165,35.1,29.7,35.1
E*TRADE Mobile,32,0.15327341401364838,0.49361037978225475,68.8,21.9,9.4
"Easy - taxi, car, ridesharing",46,0.2973105276366146,0.45180147750799926,60.9,10.9,28.3
Easy Hair Style Design,30,0.4902037037037037,0.554462962962963,76.7,3.3,20.0
Easy Healthy Recipes,29,0.445762473876698,0.5893495297805643,86.2,0.0,13.8
Easy Installer - Apps On SD,39,-0.009110334110334113,0.3106934731934732,20.5,20.5,59.0
Easy Makeup Tutorials,36,0.2819713754609588,0.42436317540484203,58.3,11.1,30.6
Easy Origami Ideas,34,0.09945261437908497,0.5367647058823529,50.0,32.4,17.6
Easy Recipes,40,0.27053819444444444,0.5101388888888889,57.5,12.5,30.0
Easy Voice Recorder,39,0.4358370518370518,0.5656775421363334,92.3,0.0,7.7
EasyBib: Citation Generator,38,0.07183166248955723,0.3912238930659983,39.5,26.3,34.2
Eat Fit - Diet and Health Free,90,0.2450441468253968,0.5294246031746032,61.1,23.3,15.6
Eat24 Food Delivery & Takeout,40,0.1716105214230214,0.5470710770710772,62.5,20.0,17.5
EatStreet Food Delivery App,37,0.3832653026403026,0.5136076011076011,83.8,0.0,16.2
"Ebates: Cash Back, Coupons, Rewards & Savings",38,0.22538709463051565,0.41552014505961876,68.4,13.2,18.4
Ebook Reader,39,0.34253248776686274,0.5815682157348824,82.1,10.3,7.7
Ecobank Mobile Banking,39,-0.014860031943365276,0.5415730180313514,43.6,48.7,7.7
Edmodo,35,0.40415553494124923,0.44355813234384667,77.1,2.9,20.0
Educational Games 4 Kids,38,0.1943595257082099,0.4732344117870434,68.4,23.7,7.9
Educational Games for Kids,36,0.3065564373897707,0.5136640211640212,83.3,5.6,11.1
El tiempo de AEMET,14,0.18751404349618636,0.2754370232941662,57.1,0.0,42.9
English with Lingualeo,8,0.13516865079365076,0.3522718253968254,50.0,12.5,37.5
English-Myanmar Dictionary,38,0.3935134237107921,0.40219265018607125,78.9,2.6,18.4
Entel,39,0.018577117327117344,0.33131373256373253,25.6,33.3,41.0
Enterprise Rent-A-Car,39,0.2556781798448465,0.5988954872288206,79.5,12.8,7.7
Episode - Choose Your Story,160,0.08027377437170963,0.4811471465662314,58.8,30.0,11.2
Epocrates Plus,40,0.299594696969697,0.5152561327561328,72.5,15.0,12.5
Equestria Girls,74,0.04380837742165866,0.550960435543769,56.8,40.5,2.7
Essential Anatomy 3,80,0.2255163032858345,0.5223282227032227,87.5,12.5,0.0
Essential Resources,40,0.28141962312860747,0.48453513558201056,77.5,12.5,10.0
Etsy: Handmade & Vintage Goods,78,0.3054831433998101,0.5440019228160253,74.4,15.4,10.3
Etta Homes,39,0.34462250712250714,0.49577991452991454,74.4,7.7,17.9
Eurosport,38,0.04904455741626794,0.4273702722715881,42.1,34.2,23.7
"Eve Period Tracker - Love, Sex & Relationships App",26,0.5050367080835831,0.501774753024753,92.3,0.0,7.7
"Even - organize your money, get paid early",14,0.2839285714285714,0.4627380952380952,64.3,7.1,28.6
"Evernote – Organizer, Planner for Notes & Memos",78,0.08409023930833825,0.5222918902085569,67.9,32.1,0.0
Evie Launcher,32,0.27792823212907847,0.48739135996622973,93.8,6.2,0.0
ExDialer - Dialer & Contacts,29,0.2713527987019366,0.49568862814039333,75.9,17.2,6.9
"Expedia Hotels, Flights & Car Rental Travel Deals",128,0.09299215649801587,0.5015541294642857,45.3,43.0,11.7
Expense IQ Money Manager,31,0.22750618948703624,0.44198430929882543,87.1,3.2,9.7
Experian - Free Credit Report,23,0.1705043708304578,0.5278456406717276,65.2,26.1,8.7
Extreme Car Driving Simulator,2,-0.07361111111111115,0.4527777777777777,50.0,50.0,0.0
Extreme Coupon Finder,14,0.07121421485260769,0.5617181594860167,57.1,28.6,14.3
Extreme Match,84,0.19446454876142374,0.46685135080968415,67.9,21.4,10.7
Extreme Racing 2 - Real driving RC cars game!,36,0.02366732804232804,0.4190608465608465,41.7,36.1,22.2
EyeCloud,39,0.11717855447022113,0.3554406601628824,53.8,10.3,35.9
EyeEm - Camera & Photo Filter,37,0.3380653936903937,0.586203964953965,64.9,18.9,16.2
EzCalculator,38,0.37776996943115365,0.5213414947625473,78.9,10.5,10.5
FBReader: Favorite Book Reader,39,0.2777048112144266,0.4724487336025797,71.8,15.4,12.8
FERZU - Furries Social Network,39,0.08186532214817471,0.4869399930553776,64.1,30.8,5.1
"FIFA - Tournaments, Soccer News & Live Scores",78,0.06825822325822326,0.44277674486007823,51.3,25.6,23.1
FINAL FANTASY BRAVE EXVIUS,38,0.07081548550701007,0.5314801504552734,71.1,28.9,0.0
FOSSIL Q: DESIGN YOUR DIAL,33,0.2397669880624426,0.33451561065197427,48.5,3.0,48.5
FOX,78,0.21398402523402524,0.4584032017365351,56.4,28.2,15.4
FOX NOW - On Demand & Live TV,110,0.04809023630759121,0.49202284566083265,52.7,36.4,10.9
"FOX Sports: Live Streaming, Scores & News",33,0.3132563003775125,0.520679012345679,66.7,15.2,18.2
FREEDOME VPN Unlimited anonymous Wifi Security,11,0.31363636363636366,0.3477272727272727,45.5,0.0,54.5
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",12,0.25675,0.34328703703703706,58.3,0.0,41.7
"Fabulous: Motivate Me! Meditate, Relax, Sleep",40,0.19199594209527243,0.5265805589912732,77.5,15.0,7.5
"Face Filter, Selfie Editor - Sweet Camera",17,0.19428104575163396,0.5888655462184874,58.8,17.6,23.5
Facebook,132,-0.007002902024896398,0.46020734988097733,40.2,45.5,14.4
Facebook Ads Manager,35,0.20340053597196453,0.31926272933415795,48.6,14.3,37.1
Facebook Lite,29,-0.0009910877556351672,0.4561272204806687,41.4,48.3,10.3
Facebook Local,35,0.1336416983933725,0.44045936404864977,57.1,28.6,14.3
Facebook Pages Manager,34,-0.061082728545963846,0.44085285629403276,29.4,35.3,35.3
Facetune - Ad Free,42,0.4320605655682186,0.5606183269363542,78.6,11.9,9.5
Fake Call - Fake Caller ID,67,0.2977941730740238,0.4860976502767548,67.2,11.9,20.9
Fallout Shelter,32,0.17023214882331378,0.5136060292384971,84.4,12.5,3.1
Family Album Mitene: Private Photo & Video Sharing,39,0.4325875840980008,0.6301165809499143,84.6,5.1,10.3
Family Dollar,35,0.24816588074623788,0.4460639301175015,60.0,25.7,14.3
Family GPS Tracker and Chat + Baby Monitor Online,37,0.4174351136851137,0.5475182325182325,75.7,5.4,18.9
Family GPS tracker KidControl + GPS by SMS Locator,32,0.21120309658151454,0.5171229125330687,68.8,18.8,12.5
Family Locator - GPS Tracker,115,0.35857535238513494,0.5448769579856536,82.6,6.1,11.3
FamilySearch Tree,30,0.20932583022687187,0.43582595799262464,70.0,13.3,16.7
FanDuel: Daily Fantasy Sports,11,0.28708349731077004,0.4659878000787092,72.7,9.1,18.2
Fancy Widgets,16,0.2142135145323051,0.5463555010574592,81.2,18.8,0.0
Fandango Movies - Times + Tickets,66,0.14260188855156386,0.5183011234796949,71.2,22.7,6.1
Fantasy Football,69,0.0625806329338938,0.41102149863019427,44.9,30.4,24.6
Fantasy Football & NFL News,34,0.4212411580793934,0.5673918102594574,85.3,5.9,8.8
Fantasy Football Manager (FPL),34,0.29987097869450813,0.5221638655462185,70.6,8.8,20.6
Farm Fruit Pop: Party Time,31,0.16502772177419353,0.47051459293394776,61.3,19.4,19.4
Farm Heroes Saga,110,-0.011810531860815964,0.44443435327298964,41.8,39.1,19.1
Farming Simulator 14,17,0.05812792225476048,0.48741907874260815,64.7,35.3,0.0
Farming Simulator 18,39,0.06446713240463238,0.49332987151737157,61.5,33.3,5.1
Fashion in Vogue,113,0.05532565701260391,0.34800007023458346,40.7,28.3,31.0
Fast News,39,0.3463034188034188,0.6042012617012618,71.8,17.9,10.3
Fast Scanner : Free PDF Scan,74,0.3130631605631605,0.4279001891501892,78.4,1.4,20.3
Fast Secure VPN,71,0.1791001133060992,0.41854095315035955,52.1,15.5,32.4
"FastMeet: Chat, Dating, Love",75,0.3441734006734007,0.5173434343434344,72.0,10.7,17.3
Fat Burning Workout - Home Weight lose,36,0.17526900953984287,0.5471371452621452,66.7,30.6,2.8
Fate/Grand Order (English),20,0.06088093070124321,0.5285510635198135,55.0,45.0,0.0
FidMe Loyalty Cards & Deals at Grocery Supermarket,11,0.22026761117670207,0.4141676505312869,54.5,18.2,27.3
File Browser by Astro (File Manager),12,0.11199179292929291,0.45269949494949496,58.3,25.0,16.7
File Explorer,23,0.25958281573498965,0.456304347826087,60.9,13.0,26.1
File Manager,11,0.06183281680440773,0.31330004591368227,27.3,27.3,45.5
File Manager -- Take Command of Your Files Easily,22,0.21464646464646464,0.3605555555555556,45.5,4.5,50.0
Files Go by Google: Free up space on your phone,34,0.13068233101321336,0.5235522935864323,73.5,26.5,0.0
FilterGrid - Cam&Photo Editor,35,0.09263994537208824,0.529429069607641,62.9,25.7,11.4
Filters for B Live,30,0.16801767676767676,0.39555555555555555,43.3,13.3,43.3
Filters for Selfie,63,0.09912037037037036,0.5278946208112875,49.2,25.4,25.4
Final Fantasy XV: A New Empire,32,-0.023527279180463653,0.511339249742269,40.6,53.1,6.2
Financial Times,30,0.18463979076479073,0.4657510221260221,66.7,13.3,20.0
Find Dining Restaurant Finder,7,0.3394679300291545,0.4775996112730807,85.7,14.3,0.0
Find a Way: Addictive Puzzle,30,0.0696302333854417,0.5850889989639989,63.3,33.3,3.3
